platform,video_id,video_url,video_title,video_core_content,video_target_sentiment,video_highlight,comment,commonsense,sarcasm_label,reasoning
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,tôi muốn quay lại ngày đầu mới yêu,"Bình luận cho rằng người xem muốn quay lại ngày đầu mới yêu, thể hiện sự hoài niệm và nhớ lại giai đoạn tình cảm đã qua. Video sử dụng âm thanh ballad Trung Quốc và hiệu ứng làm mờ để tạo cảm giác nhớ lại một giai đoạn tình cảm đã qua, tạo không khí hoài niệm và tiếc nuối.",Non-Sarcastic,"Bộc lộ cảm xúc hoài niệm chân thật, phù hợp với không khí video."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,chả có thời gian nào là nó yêu mình nhất cả :pleading_face:,Cụm từ 'chả có thời gian nào là nó yêu mình nhất cả' có thể được hiểu là người dùng đang nói về việc họ không tin rằng có một thời gian nào đó khi người khác yêu họ nhất. Biểu tượng mặt van xin có thể thể hiện sự mong muốn hoặc khát khao của người dùng khi xem video về việc nhớ lại một giai đoạn tình cảm đã qua.,Sarcastic,"Mỉa mai trực tiếp tiêu đề 'thời gian anh ấy yêu bạn nhất', phủ nhận sự chân thành."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,tự dưng thấy ngày trước mình quá đáng với ảnh,"Người dùng đang thừa nhận rằng họ đã quá đáng với người kia trong quá khứ, ám chỉ rằng họ đã có những hành động hoặc thái độ không tốt đối với người kia. Điều này cho thấy người dùng đang có một sự phản ánh về hành động của mình trong mối quan hệ.",Non-Sarcastic,"Tự nhận lỗi, thể hiện sự ăn năn, không có yếu tố châm biếm hay mỉa mai."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,dáng vẻ chân thành không còn nữa mới yêu thì chăm lo hỏi han từng li từng tí nhưng nay cả việc gọi nghe mình nói cũng không để ý nữa hồi đấy chỉ cần khóc là đã cuống cuồng ôm mình vào lòng nhưng giờ chỉ cười cợt mình không còn muốn hôn mình không còn muốn thơm mình có chuyện gì cũng là mình là người giải quyết không muốn ngồi xuống nói chuyện nữa rốt cuộc là do đâu mà người thay đổi hay vì bình thường em yêu người nên người an tâm biết em không dám rời đi nên làm vậy nhưng em đã chán ghét đến mức mong người biến mất khỏi tầm mắt,"Người dùng đang mô tả sự thay đổi trong hành động và thái độ của người kia, từ việc chăm sóc và quan tâm đến việc không còn để ý. Điều này cho thấy người dùng đang cảm thấy bị bỏ rơi hoặc không được quan tâm trong mối quan hệ.",Non-Sarcastic,"Bộc lộ cảm xúc đau buồn và thất vọng, không dùng lớp vỏ khen ngợi để châm biếm."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,tôi muốn quay thời gian mà tôi mới quen ảnh nhớ cảm giác được thw được chiều được quan tâm được yêu nhớ cảm giác đó rất nhiều nhẹnhõm nhớ những dòng tin nhắn dạ bé yêu bé yêu vợ nhiều em bé của anh ăn cơm chưa ngủ ý muộn rồi chúc bé buổi sáng vui vẻ ạ vốn dĩ còn tưởng là mình đã chọn đứng người rồi và bọn mình sẽ yêu nhau suốt đời sẽ bên nhau mọi lúc mọi nơi cùng nhau vượt qua vui buồn mà giờ chỉ là những dòng tin nhắn gây đâu đớn gây ra sự thất vọng về tình yêu khóc nhớ nhưng khoảng khắc có đồ ăn ngon luôn cho mình những dòng tâm sự với nhau luôn chia sẻ cho mình luôn nhường nhị mình luôn dỗ mình luôn cho mình ý chơi mỗi khi mình buồn nhớ những ngày ý chơi vui vẻ nhớ những khoảnh khắc ấy rất nhiều và nhớ những câu nói yêu thw cũng rất nhiều nhẹnhõm anh ấy từng là bầu trời sáng của mình nhưng người mà mình nghĩ là không bao giờ bỏ được người mà mình thw nhất từng là người mà mình rất thw nhưng giờ cũng chỉ là người rưng nước lã như,"Người dùng đang nhớ lại những khoảnh khắc đẹp trong mối quan hệ, khi họ được quan tâm và yêu thương. Họ đang mong muốn quay lại thời gian đó, khi tình cảm của hai người vẫn còn mới mẻ và chân thành.",Non-Sarcastic,"Nhớ lại quá khứ với cảm xúc chân thành, không có yếu tố mỉa mai hay khen ngợi giả tạo."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,lúc đầu dáng vẻ ai cũng chân thành,"Người dùng đang nói rằng lúc đầu, mọi người đều có dáng vẻ chân thành, ám chỉ rằng trong giai đoạn đầu của một mối quan hệ, mọi người thường thể hiện sự quan tâm và yêu thương một cách chân thành.",Sarcastic,"Mỉa mai sự giả tạo ban đầu trong tình yêu, mâu thuẫn với vẻ ngoài chân thành được thể hiện."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,tôi quen 3 năm rồi nhưng mà nói thật tôi chỉ thích anh ta lúc đầu còn bây giờ là con người thậy của ảnh những lời con ngon ngọt như ảnh tôi không bao giờ được nghe nữa nhưng ảnh hành động nhiều cái thương lắm ai cũng thay đổi tính khí cách nói chuyện có thể vô ý la mắng nhưng mong tình cảm trong lòng sẽ không đổi chỉ can trong lòng ảnh là mình thì có thay đổi như thế nào mình cũng sẽ bày tỏ để cả hai cùng ngầu thích nghi và cố gắng vì đó là con người thật của họ,"Từ 'con người thậy' là lỗi gõ phím của từ 'con người thật'. Trong một mối quan hệ, người ta thường thay đổi theo thời gian, và việc giữ được tình cảm ban đầu là điều không dễ dàng. Video này tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua, với âm thanh ballad Trung Quốc tạo không khí hoài niệm và tiếc nuối.",Non-Sarcastic,"Bình luận thể hiện cảm xúc chân thật về sự thay đổi trong mối quan hệ, không có mâu thuẫn hay lời khen giả tạo."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,xoá hết tin nhắn rồi nhớ kết bạn xem đâu :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,Cụm từ 'xoá hết tin nhắn rồi nhớ kết bạn xem đâu' có thể được hiểu là người dùng đang nói về việc họ đã xóa hết tin nhắn và giờ họ nhớ lại và muốn kết bạn lại. Biểu tượng mặt khóc lớn được sử dụng nhiều lần có thể thể hiện sự xúc động hoặc buồn cười của người dùng khi xem video về việc nhớ lại một giai đoạn tình cảm đã qua.,Non-Sarcastic,"Bình luận thể hiện nỗi buồn và sự tiếc nuối khi nhớ lại quá khứ, không có yếu tố mỉa mai hay khen ngợi giả tạo."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,mình cũng chia tay anh vì 1 buổi trưa đang buồn tự nhiên lại mở tin nhắn cũ ra đọc hồi đó vui biết bao và đọc những câu chuyện vui đó thì tâm trạng mình lại càng tệ đi vì nhận ra người con trai khi ấy luôn yêu và chiều mình giờ đã không còn nữa rồi nên thôi mình đành giải thoát cho cả 2 vì mình không ở cạnh người không yêu mình tại nó rất đau giờ chia tay 3th rồi mà vẫn rất buồn vì anh vẫn giữ vị trí đặc biệt trong trái tim mình mà chưa ai thay thế được nănỉ nhưng mình đã không còn khóc nhiều như lúc yêu nữa nên chắc là 1 quyết định đúng đắn mong là thứ tình cảm này sẽ nhanh biến mất đi,Từ 'giải thoát' trong bình luận này có nghĩa là chấm dứt một mối quan hệ. Việc đọc lại tin nhắn cũ có thể khiến người ta cảm thấy buồn và nhớ lại những kỷ niệm đã qua. Video này sử dụng âm thanh ballad Trung Quốc để tạo không khí hoài niệm và tiếc nuối.,Non-Sarcastic,"Chia sẻ cảm xúc thật về nỗi đau chia tay và sự tiếc nuối, không có dấu hiệu mỉa mai."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,thu hồi đó cả 2 đề thích nha nhưng mà vì mình lạnh nhạt mà mất mối tình đó,"Từ 'thu hồi' trong bình luận này có nghĩa là lấy lại hoặc phục hồi một mối quan hệ. Việc mất một mối tình có thể là do nhiều nguyên nhân, bao gồm cả sự lạnh nhạt. Video này tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua, với hình ảnh các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn.",Non-Sarcastic,"Bình luận thể hiện sự hối tiếc về việc mất mối quan hệ do bản thân, không có yếu tố mỉa mai."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,đọc lại xong vừa cười vừa :loudly_crying_face: :red_heart:,Cụm từ 'đọc lại xong vừa cười vừa' có thể được hiểu là người dùng đang nói về việc họ đã đọc lại một điều gì đó và vừa cười vừa cảm thấy xúc động. Biểu tượng mặt khóc lớn và trái tim đỏ có thể thể hiện sự hạnh phúc hoặc vui vẻ của người dùng khi xem video về việc nhớ lại một giai đoạn tình cảm đã qua.,Non-Sarcastic,"Phản ứng cảm xúc hỗn hợp giữa vui và buồn khi nhớ lại quá khứ, không có mâu thuẫn ngầm hay đá xéo."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,chợt nhớ lại ánh mắt ấy từ ngày đầu thắm thiết chỉ có ánh cười giờ đây vì 200 à cáu với tôi quà cũng không quan tâm biến mất cả tuần kì kèo từng đồng ngắm gái tim ảnh em vẫn chấp nhận vì tình yêu tôi vẫn còn đó dù à làm đau vẫn vui vẻ còn à giờ hỏi à yêu không vẫn bảo yêu nhưng chẳng còn ánh mắt đó nữa chàng trai năm ấy hứa bên em yêu em giờ chỉ còn trong kí ức nhẹnhõm mối quan hệ dù vẫn còn tiếp tục nhưng à đã chặn em trên tiktok còn mess cũng 3 tuần rồi không reply dù à bảo cần học không bình thường nên tiếp tục hay dừng nữa rối lắm,"Từ 'chợt' là một từ chỉ sự nhớ lại hoặc nhận ra một điều gì đó. Trong bình luận này, người dùng đang nhớ lại một giai đoạn tình cảm đã qua và cảm thấy tiếc nuối vì sự thay đổi trong mối quan hệ. Video đang mô tả một cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ.",Non-Sarcastic,"Bộc bạch chân thật về sự thay đổi và tổn thương trong tình cảm, không có lời khen giả tạo hay mỉa mai."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,bạn phải tiến về tương lai mà buông bỏ đi vì anh ấy mà bạn yêu mãi mãi chỉ ở quá khứ thôi vui cố lên nào cô gái ơi,Bình luận này khuyên người xem nên tiến về tương lai và buông bỏ đi những gì đã xảy ra trong quá khứ. Video đang tạo không khí hoài niệm và tiếc nuối với âm thanh của một ca khúc ballad Trung Quốc có giai điệu chậm.,Non-Sarcastic,"Lời động viên chân thành, không có mâu thuẫn hay ẩn ý châm biếm."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,đéo còn nữa,"Từ 'đéo' là một từ lóng chỉ sự phủ định hoặc từ chối. Trong bình luận này, người dùng đang thể hiện sự từ chối hoặc phủ định đối với một điều gì đó. Video đang tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",Non-Sarcastic,"Phủ định trực tiếp, thể hiện sự mất mát, không dùng lớp vỏ khen ngợi hay mỉa mai."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,nãy ổng vừa đèo tôi về vì tôi say à tôi gọi nhờ ổng chở tôi nhưng mà ngồi trên xe mỗi người 1 nơi mặc dù tôi bình thường tôi và ổng còn tcam,"Từ 'tcam' là một từ lóng chỉ sự thân mật hoặc gần gũi. Trong bình luận này, người dùng đang mô tả một tình huống mà họ cảm thấy không được quan tâm hoặc không có sự thân mật với người khác. Video đang mô tả một cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ.",Non-Sarcastic,"Miêu tả sự xa cách thực tế trong mối quan hệ, không có yếu tố khen ngợi giả tạo hay đá xéo."
tiktok,7625986583996402965,https://www.tiktok.com/@deomamay275/video/7625986583996402965?is_from_webapp=1,.. #tinhyeu #tamtrang #nhoanh ,"Video ghi lại màn hình cuộc trò chuyện Messenger đã được làm mờ và cuộn chậm từ dưới lên, tạo cảm giác người xem đang nhìn lại những đoạn tin nhắn cũ. Không có nhân vật xuất hiện trực tiếp trong video; phần hình ảnh chỉ gồm các bong bóng chat xanh trắng bị làm mờ và chuyển động nhẹ theo thao tác cuộn. Text overlay ở phía trên ghi “Pov : bạn quay lại thời gian anh ấy yêu bạn nhất”, còn giữa màn hình có dòng “iloveusomuch.”. Âm thanh là một ca khúc ballad Trung Quốc có giai điệu chậm, tạo không khí hoài niệm và tiếc nuối. Tổng thể video tập trung vào cảm giác nhớ lại một giai đoạn tình cảm đã qua.",negative,Giao diện Messenger bị làm mờ; thao tác cuộn tin nhắn cũ; text POV về việc quay lại thời điểm được yêu thương; nhạc nền ballad chậm và buồn.,có những đêm mình nằm nhìn trần nhà nước mắt cứ rơi mà chẳng hiểu vì sao chắc là vì nhớ nhớ một người mà đáng lẽ giờ này vẫn nên ở bên cạnh mình đã từng nghĩ tụi mình sẽ đi cùng nhau lâu thật lâu sẽ có một cái kết đẹp như những gì mình từng mơ nhưng hóa ra có những chuyện chỉ cần cố thôi là không đủ mình đã cố nhiều lắm cố im lặng khi buồn cố cười khi lòng chẳng ổn cố tỏ ra mạnh mẽ để không làm bạn mệt nhưng càng cố mình lại càng thấy lạc lõng trong chính mối quan hệ mà mình từng xem là tất cả đau nhất không phải là cãi nhau mà là khi hai người dần trở nên xa lạ ngay cả khi vẫn còn yêu có những tin nhắn mình gõ rồi lại có những lời muốn nói nhưng không còn đủ can đảm để nói ra nữa không phải vì sợ làm phiền sợ bạn thấy mệt sợ chính mình lại hy vọng rồi thất vọng thêm một lần nữa mình nhớ bạn nhiều lắm nhớ cái cách bạn từng quan tâm mình từng làm mình cười từng khiến mình cảm thấy mình là người quan trọng nhất nhưng giờ thì mình chẳng biết mình là gì trong lòng bạn nữa nếu một ngày nào đó bạn đọc được những dòng này chắc mình vẫn sẽ nói,Bình luận này đang mô tả một tình huống mà người dùng cảm thấy nhớ một người và cảm thấy lạc lõng trong chính mối quan hệ của mình. Video đang tạo không khí hoài niệm và tiếc nuối với âm thanh của một ca khúc ballad Trung Quốc có giai điệu chậm.,Non-Sarcastic,"Tâm sự sâu sắc, chân thành về nỗi đau và sự xa cách, không có dấu hiệu mỉa mai."
