platform,video_id,video_url,video_title,video_core_content,video_target_sentiment,video_cultural_context,uploader,upload_date,view_count,like_count,comment_count,share_count,duration_seconds,comment_id,comment_author,comment_author_id,comment_like_count,comment_reply_count,comment_create_time,index_goc,comment
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1659.0,xin tên của bà xuất hiện trong video
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1660.0,tên gì mà dài thế
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1661.0,em mới 13
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1662.0,picasso là trap boi à
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1663.0,không đọc nổi cái tên khai sinh của picasso
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1664.0,lê Tùng Vân à
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1665.0,10 9 2024 còn ai xem không
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1666.0,ai cho mình xin bgm đoạn này với ạ
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1667.0,edit 1 video như vậy thì phải mất bao nhiêu thời gian cho một người khá thành thạo phần mềm vậy ạ
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1668.0,picasso thế :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1669.0,cháu 12 tuổi mà chú
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1671.0,em mới 14 à
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1672.0,ừ thì những thanh nên đang ế xem kiểu
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1674.0,mặt bướng quá
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1675.0,sặc thuốc lá mà sống
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1676.0,mấy dập
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1677.0,hình ảnh quá 18
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1678.0,ủa tôi nghèo
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1679.0,mất hình tượng thật sự
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1680.0,tuyệt vời Cao Cắm sừng
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1681.0,cha cảm thấy tự nhục và bỏ nghề
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1682.0,cắm sừng nhiều vậy
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1684.0,fuckboy chính hãng
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1685.0,cái tên rất chi là dài dòng
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1686.0,picasso có mấy người yêu với vợ vậy mọi người với
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1687.0,thằng bố con thì bây ghét như gì97 còn người bo mấy đứa con và bỏ hơn 10 người mà không ghét :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1688.0,hay quá xàm vãi á anh ơi
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1689.0,what the fuck anh em viewer đang fa mà picasso thì dư luôn
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1690.0,2025 rồi ai còn xem không :face_with_tears_of_joy:
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1691.0,vẫn xàm như mọi khi
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1692.0,anh ơi em 13 tuổi
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1693.0,trùm cắm sừng
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1694.0,sắp qua 2025 còn xem
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1695.0,tên dài thế mất 4 giây để đọc nhanh
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1696.0,2030 rồi ai còn xem không :smiling_face_with_smiling_eyes:
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1697.0,hitler đã xem :grinning_face_with_sweat:
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1698.0,2025 rồi ai còn xem không
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1699.0,tên
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1700.0,fuckboy chính hiệu
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1701.0,fuckboiz pi cát sô
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1702.0,với pi cát xô là fuck boy à với
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1703.0,Đố mọi người biết thằng già này cặp mấy con bồ đấy
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1704.0,hơi phản cảm
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1706.0,chết lăn xàm
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1707.0,cái lồn má thánh cắm sừng
youtube,HyDxRTBnwNM,https://www.youtube.com/watch?v=HyDxRTBnwNM,Huyền Thoại Đa Tình Páp-Lô Pi-Cát-Xô,"Kể về cuộc đời, sự nghiệp nghệ thuật và những mối tình phức tạp của danh họa Pablo Picasso theo phong cách hài hước, châm biếm.",neutral,,,,,,,,,,,,,,,1708.0,sặc
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1709.0,tới nữa rồi đây lại là một mình tôi lên kịch bản quay chỉnh và đăng video nói chung là công ty 1 thành viên ạ nên hi vọng mọi người ủng hộ bằng cách like bình luận quan điểm ở đây và chia sẻ rộng rãi em không mong gì hơn kết nối với tôi trên instagram có gì mới về vụ này tôi sẽ cập nhật tiếp trên đó chúc cả nhà xem vui yêu cả nhà
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1710.0,tôi mừng vì chị ta thực sự đã gắn quảng cáo cho video bởi vì đéo thể nào những video chất lượng như thế này lại được làm không công nhất là edit khi đang đi du lịch
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1711.0,thích cái cách cô ấy công nhận và bảo vệ nàng mơ girl sao girl
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1712.0,tôi xót thương cho 2 đứa con nhất là mơ vừa nhỏ tuổi vừa là con gái cảm ơn chủ kênh cũng đã động viên mơ còn anh trai thì đã méo mó hẳn rồi
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1713.0,nhà có lộc nhưng không có phước gia đình nala nhưng không haha quá trời cái mỏ của bả
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1714.0,khổ thân nàng mơ sống trong nhà với 2 thằng điên như thế không stress mới lạ
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1715.0,mindset ông bố bị bệnh hoạn í càng drama càng làm và tự hào về điều đấy rồi con cái cũng đang đi theo con đường lệch lạc đấy
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1716.0,mẹ tôi nể tư duy lập luận của chị này 1 thì tôi nể sức chịu đựng của chị 10 không hiểu sao mà xem được hết cái đống video của nhà này tôi xem vài đoạn cut tôi còn thấy nổi hết cả da gà
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1717.0,bạn này thiên về phân tích hơn là công kích nên xem sướng
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1718.0,mơ bị đem ra công kích thật sự khi con bé chưa đủ tuổi vị thành niên bị ông bố điên tẩy não từ bé nên rất vui khi yo bae lên tiếng bênh vực em ấy ở cuối clip tuyệt vời :party_popper: :party_popper:
youtube,toJjgQgBwx0,https://www.youtube.com/watch?v=toJjgQgBwx0,Vạch Trần Toàn Bộ Chiêu Trò Của Gia Đình Tai Tiếng Nhất Cõi Mạng,"Phê phán gia đình Nala (Lộc, Mơ, Kiên) sử dụng các chiêu trò gây sốc, đánh đổi danh dự gia đình để làm marketing cho khu nghỉ dưỡng.",negative,,,,,,,,,,,,,,,1720.0,cá nhân mình thôi nhé thực sự mình thấy người có vấn đề nhất chính là ông bố ấy từ việc khai thác fame kiếm được từ gia đình và các con cho đến việc đăng ảnh không thoải mái của con lên mạng để kiếm views là đã mất thiện cảm vô cùng rồi rất yêu cách yo bea vẫn giữ sự tôn trọng của mình cho những người xứng đáng clip này mình nghĩ không chỉ là vạch trần mà còn là phản ánh thực trạng của các bậc còn gọi là cha mẹ mình không ám chỉ tất cả khi sẵn sàng đem máu mủ của mình ra chỉ để kiếm chút lợi nhuận nổi tiếng mong clip phải viral hơn nữa
